"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"todarodes sagittatus","european flying squid","todarodes","Cephalopods","ommastrephidae","cephalopoda","Capture production","Marine areas","Iron",0.933333333333333
"benthosema pterotum","skinnycheek lanternfish","benthosema","Demersal Fish","myctophidae","myctophiformes","Capture production","Marine areas","Iron",1.79
"carcharhinus dussumieri","whitecheek shark","carcharhinus","Demersal Fish","carcharhinidae","carcharhiniformes","Capture production","Marine areas","Iron",0.35019
"liza klunzingeri","klunzinger's mullet","liza","Demersal Fish","mugilidae","mugiliformes","Capture production","Marine areas","Iron",2.50112378
"pennahia anea","donkey croaker","pennahia","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Iron",0.9
"pomadasys kaakan","javelin grunter","pomadasys","Demersal Fish","haemulidae","percoidei","Capture production","Marine areas","Iron",0.0929
"scarus persicus","gulf parrotfish","scarus","Demersal Fish","scaridae","percoidei","Capture production","Marine areas","Iron",0.7442975
"trachinotus mookalee","indian pompano","trachinotus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Iron",1.28336
"anarhichas minor","spotted wolffish","anarhichas","Demersal Fish","anarhichadidae","zoarcoidei","Capture production","Marine areas","Iron",0.12
"raja lintea","sailray","raja","Demersal Fish","rajidae","rajiformes","Capture production","Marine areas","Iron",0.693
"sebastes viviparus","norway redfish","sebastes","Demersal Fish","scorpaenidae","scorpaeniformes","Capture production","Marine areas","Iron",0.58412
"nemipterus randalli","randall's threadfin bream","nemipterus","Demersal Fish","nemipteridae","percoidei","Capture production","Marine areas","Iron",1.03329176470588
"tetrapturus belone","mediterranean spearfish","tetrapturus","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Iron",0.6
"ommastrephes bartrami","neon flying squid","ommastrephes","Cephalopods","ommastrephidae","cephalopoda","Capture production","Marine areas","Iron",1.865
"aristaeomorpha foliacea","giant red shrimp","aristaeomorpha","Crustaceans","aristeidae","decapoda","import","Marine areas","Iron",1.4
"spisula","surf clams nei","spisula","Moluscs; Other","mactridae","veneroida","import","Marine areas","Iron",4.4
"codium fragile","fragile codium","codium","Aquatic Plants","codiaceae","chlorophyceae","Aquaculture production","Marine areas","Iron",8.8515
"acanthopagrus schlegeli","blackhead seabream","acanthopagrus","Demersal Fish","sparidae","percoidei","Aquaculture production","Marine areas","Iron",0.542028571428571
"liparis tanakae","tanaka's snailfish","liparis","Demersal Fish","liparidae","scorpaeniformes","Capture production","Marine areas","Iron",0.75
"pseudopleuronectes herzenst.","yellow striped flounder","pseudopleuronectes","Demersal Fish","pleuronectidae","pleuronectiformes","Capture production","Marine areas","Iron",0.108666666666667
"pseudocardium sybillae","imperial surf clam","pseudocardium","Moluscs; Other","mactridae","bivalvia","Capture production","Marine areas","Iron",5.4
"pagrus caeruleostictus","bluespotted seabream","pagrus","Demersal Fish","sparidae","percoidei","Capture production","Marine areas","Iron",0.997333333333333
"rhinobatos rhinobatos","common guitarfish","rhinobatos","Demersal Fish","rhinobatidae","rajiformes","Capture production","Marine areas","Iron",0.7
"terapon puta","small-scaled terapon","terapon","Demersal Fish","terapontidae","percoidei","Capture production","Marine areas","Iron",0.00073
"trachinotus ovatus","pompano","trachinotus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Iron",1.28336
"loligo opalescens","opalescent inshore squid","loligo","Cephalopods","loliginidae","cephalopoda","Capture production","Marine areas","Iron",1.92070214285714
"penaeus aztecus","northern brown shrimp","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Iron",4.75274336956522
"penaeus californiensis","yellowleg shrimp","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Iron",4.75274336956522
"penaeus setiferus","northern white shrimp","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Iron",4.75274336956522
"dasyatis americana","southern stingray","dasyatis","Demersal Fish","dasyatidae","rajiformes","Capture production","Marine areas","Iron",0.600185
"haemulon plumierii","white grunt","haemulon","Demersal Fish","haemulidae","percoidei","Capture production","Marine areas","Iron",0
"lutjanus cyanopterus","cubera snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.9598625
"lutjanus guttatus","spotted rose snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.9598625
"lutjanus peru","pacific red snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.9598625
"paralabrax spp","[paralabrax spp]","paralabrax","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Iron",0
"sardinops caeruleus","california pilchard","sardinops","Pelagic Fish","clupeidae","clupeiformes","Capture production","Marine areas","Iron",3.17870454545455
"plesionika martia","golden shrimp","plesionika","Crustaceans","pandalidae","natantia","Capture production","Marine areas","Iron",3.916
"pangasius spp","pangas catfishes nei","pangasius","Freshwater Fish","pangasiidae","siluriformes","Aquaculture production","Marine areas","Iron",0.381235217391304
"acetes erythraeus","tsivakihini paste shrimp","acetes","Crustaceans","sergestidae","natantia","Capture production","Marine areas","Iron",4.47
"chaceon spp","chaceon geryons nei","chaceon","Crustaceans","geryonidae","brachyura","Capture production","Marine areas","Iron",1.525
"fistularia tabacaria","cornetfish","fistularia","Demersal Fish","fistulariidae","syngnathiformes","Capture production","Marine areas","Iron",1.96
"gymnura altavela","spiny butterfly ray","gymnura","Demersal Fish","gymnuridae","rajiformes","Capture production","Marine areas","Iron",0.76848
"rhinobatos cemiculus","blackchin guitarfish","rhinobatos","Demersal Fish","rhinobatidae","rajiformes","Capture production","Marine areas","Iron",0.7
"holothuria scabra","sandfish","holothuria","Aquatic Animals; Others","holothuriidae","holothuroidea","Aquaculture production","Marine areas","Iron",11.5
"leiognathus spp","ponyfishes(=slipmouths)","leiognathus","Demersal Fish","leiognathidae","percoidei","Capture production","Marine areas","Iron",3.62117142857143
"megalops cyprinoides","indo-pacific tarpon","megalops","Demersal Fish","megalopidae","elopiformes","Capture production","Marine areas","Iron",1.9538
"plotosus spp","eeltail catfishes","plotosus","Demersal Fish","plotosidae","siluriformes","Capture production","Marine areas","Iron",1.612745
"scolopsis spp","monocle breams","scolopsis","Demersal Fish","nemipteridae","percoidei","Capture production","Marine areas","Iron",0.42
"ulva spp","sea lettuces nei","ulva","Aquatic Plants","ulvaceae","chlorophyceae","Capture production","Marine areas","Iron",10.6724193548387
"alepocephalus spp","slickheads nei","alepocephalus","Demersal Fish","alepocephalidae","salmoniformes","Capture production","Marine areas","Iron",0.08
"eptatretus cirrhatus","broadgilled hagfish","eptatretus","Demersal Fish","myxinidae","myxiniformes","Capture production","Marine areas","Iron",1.5
"lepidotrigla brachyoptera","scaly gurnard","lepidotrigla","Demersal Fish","triglidae","scorpaeniformes","Capture production","Marine areas","Iron",0.7
"ostrea lutaria","new zealand dredge oyster","ostrea","Moluscs; Other","ostreidae","bivalvia","Capture production","Marine areas","Iron",5.330235
"sardinops neopilchardus","australian pilchard","sardinops","Pelagic Fish","clupeidae","clupeiformes","Capture production","Marine areas","Iron",3.17870454545455
"trachipterus spp","dealfishes","trachipterus","Pelagic Fish","trachipteridae","lampriformes","Capture production","Marine areas","Iron",0.3
"caranx caballus","green jack","caranx","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Iron",0.715926363636364
"cynoscion analis","peruvian weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Iron",1.55666666666667
"genypterus spp","cusk-eels nei","genypterus","Demersal Fish","ophidiidae","ophidiiformes","Capture production","Marine areas","Iron",0.9
"paralabrax humeralis","peruvian rock seabass","paralabrax","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Iron",0
"rhinobatos planiceps","pacific guitarfish","rhinobatos","Demersal Fish","rhinobatidae","rajiformes","Capture production","Marine areas","Iron",0.7
"caulerpa spp","caulerpa seaweeds","caulerpa","Aquatic Plants","caulerpaceae","chlorophyceae","Aquaculture production","Marine areas","Iron",11.654
"anadara spp","anadara clams nei","anadara","Moluscs; Other","arcidae","bivalvia","Capture production","Marine areas","Iron",5.44756333333333
"anguilla","river eels nei","anguilla","Demersal Fish","anguillidae","anguilliformes","import","Marine areas","Iron",0.956943846153846
"epinephelus mystacinus","misty grouper","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Iron",0.834117352941177
"lutjanus buccanella","blackfin snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.9598625
"pristipomoides macrophthalmus","cardinal snapper","pristipomoides","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.00046
"scomberomorus regalis","cero","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Iron",0.929203666666667
"pandalus goniurus","humpy shrimp","pandalus","Crustaceans","pandalidae","natantia","Capture production","Marine areas","Iron",0.576666666666667
"pandalus hypsinotus","coonstripe shrimp","pandalus","Crustaceans","pandalidae","natantia","Capture production","Marine areas","Iron",0.576666666666667
"pandalus kessleri","hokkai shrimp","pandalus","Crustaceans","pandalidae","natantia","Capture production","Marine areas","Iron",0.576666666666667
"paralithodes brevipes","brown king crab","paralithodes","Crustaceans","lithodidae","anomura","Capture production","Marine areas","Iron",0.780909090909091
"eleginus navaga","navaga(=wachna cod)","eleginus","Demersal Fish","gadidae","gadiformes","Capture production","Marine areas","Iron",4
"mugil soiuy","so-iuy mullet","mugil","Demersal Fish","mugilidae","mugiliformes","Capture production","Marine areas","Iron",2.72006243243243
"leuciscus cephaloides","[leuciscus cephaloides]","leuciscus","Freshwater Fish","cyprinidae","cypriniformes","Capture production","Marine areas","Iron",0.575
"osmerus spp, hypomesus spp","smelts nei","osmerus","Freshwater Fish","osmeridae","salmoniformes","Capture production","Inland waters","Iron",1
"rutilus spp","roaches nei","rutilus","Freshwater Fish","cyprinidae","cypriniformes","Capture production","Marine areas","Iron",0.977753785714286
"corbicula japonica","japanese corbicula","corbicula","Moluscs; Other","corbiculidae","bivalvia","Capture production","Marine areas","Iron",11.55
"spisula spp","surf clams nei","spisula","Moluscs; Other","mactridae","bivalvia","Capture production","Marine areas","Iron",4.4
"epinephelus caeruleopunctatus","whitespotted grouper","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Iron",0.834117352941177
"himantura gerrardi","sharpnose stingray","himantura","Demersal Fish","dasyatidae","rajiformes","Capture production","Marine areas","Iron",2.66
"carcharhinus signatus","night shark","carcharhinus","Demersal Fish","carcharhinidae","carcharhiniformes","Capture production","Marine areas","Iron",0.35019
"epinephelus goreensis","dungat grouper","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Iron",0.834117352941177
"gerres nigri","guinean striped mojarra","gerres","Demersal Fish","gerreidae","percoidei","Capture production","Marine areas","Iron",0.286705
"lethrinus atlanticus","atlantic emperor","lethrinus","Demersal Fish","lethrinidae","percoidei","Capture production","Marine areas","Iron",2.221352
"sarotherodon melanotheron","blackchin tilapia","sarotherodon","Freshwater Fish","cichlidae","percoidei","Aquaculture production","Marine areas","Iron",0.0233076923076923
"caranx senegallus","senegal jack","caranx","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Iron",0.715926363636364
"jasus tristani","tristan da cunha rock lobster","jasus","Crustaceans","palinuridae","reptantia","Capture production","Marine areas","Iron",0.504
"holothuria nobilis","black teatfish","holothuria","Aquatic Animals; Others","holothuriidae","holothuroidea","Capture production","Marine areas","Iron",11.5
"scomber spp","scomber mackerels nei","scomber","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Iron",2.60845
"strombus gigas","queen conch","strombus","Moluscs; Other","strombidae","gastropoda","Aquaculture production","Marine areas","Iron",2.74434407
"psettodes belcheri","spottail spiny turbot","psettodes","Demersal Fish","psettodidae","pleuronectiformes","Capture production","Marine areas","Iron",0.00028
